Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Symrise,https://www.crunchbase.com/organization/symrise,"Sep 17, 2025","€800,000,000",Not Started,"Biotechnology, Chemical","Holzminden, Niedersachsen, Germany","Symrise is a global supplier of fragrances, flavorings, cosmetic active ingredients, raw materials and functional ingredients.","31,317",https://www.symrise.com/,$1B to $10B,—,—,https://x.com/symriseag,https://www.linkedin.com/company/symrise,10001+,"€800,000,000",1874
Mueon,https://www.crunchbase.com/organization/mueon,"Sep 17, 2025","$15,500,000",Not Started,—,"Hillsboro, Oregon, United States",Mueon manufactures semiconductor-based infrastructure systems designed to support next-generation AI and hyperscale computing workloads.,"32,549",https://mueon.com/,—,"Geodesic Capital, Intel Capital, Oregon Venture Fund",Intel Capital,https://x.com/MueonCorp,https://www.linkedin.com/company/mueon-corporation,11-50,"$15,500,000",2025
Mavryk Network,https://www.crunchbase.com/organization/mavryk-network,"Sep 17, 2025","$10,000,000",Not Started,"Blockchain, Cryptocurrency, Non-Fungible Token (NFT)","Gibraltar, Gibraltar, Gibraltar","Mavryk Network is a Defi ecosystem that offers instant lending, liquidity mining, yield farming, and other DeFi opportunities.","38,068",https://mavryk.org/,$1M to $10M,MultiBank Group,MultiBank Group,https://x.com/MavrykNetwork,https://www.linkedin.com/company/mavryk-network//,1-10,"$10,000,000",—
Openverse Global,https://www.crunchbase.com/organization/openverse-global,"Sep 17, 2025","$19,000,000",Not Started,"Blockchain, Cryptocurrency, Web3","Tórtola, Castilla-La Mancha, Spain","Openverse operates as a Layer 0 hub, providing a foundational framework for decentralized applications and services.","38,859",https://www.openverse.network/,—,"Innovation Engine, Castrum Capital, DuckDAO, Go2Mars Labs, Becker Ventures",—,https://x.com/OpenverseGlobal,https://www.linkedin.com/company/openverseglobal/,11-50,"$8,000,000",2021
Utelogy,https://www.crunchbase.com/organization/utelogy,"Sep 17, 2025","$7,839,856",Not Started,"Computer Vision, Information Services, Information Technology, Software","Costa Mesa, California, United States",Utelogy is a provider of software that delivers analytics and control to the fast-moving world of AV and Unified Communications.,"48,066",http://www.utelogy.com/,$1M to $10M,—,—,https://x.com/utelogy,https://www.linkedin.com/company/utelogy,11-50,"$675,000",2009
Ability Pharmaceuticals,https://www.crunchbase.com/organization/ability-pharmaceuticals,"Sep 17, 2025","$26,914,393",Not Started,"Biotechnology, Health Care, Pharmaceutical","Barcelona, Catalonia, Spain",Ability Pharmaceuticals is a drug discovery and development company.,"55,471",http://www.abilitypharma.com/,$1M to $10M,"Inveready, CTI Life Sciences Fund, European Innovation Council, CDTI Innovación's INNVIERTE program, Capital Cell","Capital Cell, European Innovation Council, Inveready, SciClone Pharmaceuticals",https://x.com/abilitypharma,http://www.linkedin.com/company/1707980,1-10,—,2009
Rentdrop,https://www.crunchbase.com/organization/rentdrop,"Sep 17, 2025","$8,074,994",Not Started,"Payments, Real Estate, Rental","Boston, Massachusetts, United States",Rentdrop provides fee-free rent collection to landlords and renters.,"56,621",https://www.rentdrop.io/,$1M to $10M,"FinTech Sandbox, Dharmesh Shah, Dan Tyre, Soaring Startup Circle Venture Partners, Mike Volpe",—,,https://www.linkedin.com/company/rentdrop/,1-10,"$5,029,995",2020
Sotherly Hotels,https://www.crunchbase.com/organization/sotherly-hotels,"Sep 17, 2025","$77,000,000",Not Started,Hospitality,"Williamsburg, Virginia, United States",Sotherly Hotels Corporation is a self-advised hotel investment company.,"62,512",https://sotherlyhotels.com/,$100M to $500M,"Citi, Citi Real Estate Funding","Citi, Citi Real Estate Funding",https://x.com/sotherly,http://www.linkedin.com/company/mhi-hospitality,11-50,"$42,000,000",2004
Diversified Energy Company,https://www.crunchbase.com/organization/diversified-energy-company,"Sep 17, 2025","$789,858,603",Not Started,"Energy, Oil and Gas","Birmingham, Alabama, United States",Diversified Energy Company is producing natural gas & oil wells in multiple regions.,"68,858",https://www.div.energy/,$500M to $1B,—,—,https://x.com/DEC_PLC,https://www.linkedin.com/company/diversified-gas-&-oil-corporation,1001-5000,"$78,558,603",2001
The Currency Exchange Fund,https://www.crunchbase.com/organization/the-currency-exchange-fund,"Sep 17, 2025","$34,677,270",Not Started,"Financial Services, Funding Platform, Risk Management, Trading Platform","Amsterdam, Noord-Holland, The Netherlands",The Currency Exchange Fund provides financial and investment services.,"69,886",https://www.tcxfund.com/,—,"African Development Bank, Belgian Investment Company for Developing Countries","African Development Bank, Belgian Investment Company for Developing Countries",https://x.com/tcxfund,https://www.linkedin.com/company/tcxfund,11-50,"$25,000,000",2007
Doctor.One,https://www.crunchbase.com/organization/doctor-one,"Sep 17, 2025","€6,625,000",Not Started,Health Care,"Warsaw, Mazowieckie, Poland","Doctor.One is a chronic care platform that helps HCPs to stay connected with their patients through continuous, asynchronous communication","83,593",https://doctor.one/,$1M to $10M,"AstraZeneca, YZR Capital, Atlantic, Movens Capital, Smartlink Partners","AstraZeneca, Atlantic, Movens Capital, YZR Capital",,https://www.linkedin.com/company/doctorone/,11-50,"€4,000,000","May 7, 2021"
Integra Therapeutics,https://www.crunchbase.com/organization/integra-therapeutics,"Sep 17, 2025","€29,900,000",Not Started,"Biotechnology, Genetics, Health Care","Barcelona, Catalonia, Spain",Integra Therapeutics is a developer of next generation of gene editing tools to cure diseases.,"90,268",https://integra-tx.com/,$1M to $10M,"AdBio partners, European Innovation Council Fund, Columbus Venture Partners, Invivo Capital Partners, CDTI Innovación's INNVIERTE program","CDTI Innovación's INNVIERTE program, Columbus Venture Partners, EIC Accelerator, European Innovation Council Fund",https://x.com/Integra_Tx,https://www.linkedin.com/company/integra-therapeutics/,11-50,"€2,700,000",2020
Helvetia,https://www.crunchbase.com/organization/helvetia,"Sep 17, 2025","CHF550,000,000",Not Started,"Banking, Financial Services, Health Insurance, Insurance, Risk Management","Saint Gallen, Sankt Gallen, Switzerland","Helvetia is active in the life, property and casualty, and reinsurance business.","93,844",https://www.helvetia.com/,$100M to $500M,Deutsche Bank Luxembourg,—,https://x.com/helvetia,https://www.linkedin.com/company/helvetia-versicherungen-schweiz,10001+,"CHF300,000,000",1858
Axos Financial,https://www.crunchbase.com/organization/axos-financial,"Sep 17, 2025","$200,000,000",Not Started,"Banking, Finance, Financial Services, Internet","San Diego, California, United States",Axos Financial is a nationwide bank that provides financing for single and multifamily residential properties.,"101,982",http://investors.axosfinancial.com/,$1B to $10B,—,—,,https://www.linkedin.com/company/axos-financial,1001-5000,"$200,000,000",2000
suena,https://www.crunchbase.com/organization/suena,"Sep 17, 2025","€12,200,000",Not Started,"Energy, Energy Storage, Renewable Energy, SaaS, Software, Trading Platform","Hamburg, Hamburg, Germany",suena is a Hamburg based 100% digital flexibility trader for large-scale battery storage and renewable energies.,"110,186",https://suena.energy/,$10M to $50M,"Santander, 4impact, Vireo Ventures, EIT InnoEnergy, Business Angels","EIT InnoEnergy, Eneco Ventures, Ørsted Propel acceleration programme, Santander InnoEnergy Fund, SmartEnergy Innovation Fund",,https://www.linkedin.com/company/suena-energy,51-100,"€8,000,000","Oct 6, 2021"
Toothfairy,https://www.crunchbase.com/organization/tooth-fairy,"Sep 17, 2025","$14,028,398",Not Started,"Artificial Intelligence (AI), Dental, Health Care","London, England, United Kingdom","The UK's first health regulated dental app. Using AI award winning tech patients can access emergencies, prescriptions and cosmetics in app.","116,396",http://www.toothfairyapp.co.uk/,—,"Haatch, Seedcamp, Acurio Ventures, Ada Ventures, LBO France","Ada Ventures, LBO France, Slingshot",https://x.com/ToothFairy_app,https://www.linkedin.com/company/tooth-fairy-app/about/,1-10,"$10,000,000",2019
Corem Property Group,https://www.crunchbase.com/organization/corem-property-group,"Sep 17, 2025","$269,467,526",Not Started,"Property Development, Property Management, Real Estate","Stockholm, Stockholms Lan, Sweden","Corem Property Group is a real estate business based primarily on warehousing, distribution, and commercial properties.","119,556",https://www.corem.se/sv,$100M to $500M,"Handelsbanken Fonder, Deutsche Pfandbriefbank, Länsförsäkringar Fondförvaltning",Deutsche Pfandbriefbank,,https://www.linkedin.com/company/corem-property-group,251-500,"SEK300,000,000","Nov 1, 2007"
FiberSense,https://www.crunchbase.com/organization/fibersense,"Sep 17, 2025","$25,000,000",Not Started,"Aerospace, Oil and Gas, Optical Communication, Sensor","San Francisco, California, United States",Fiber Sense is launching a digital platform for digitising city mobility and activities.,"123,842",https://fiber-sense.com/,$10M to $50M,"Investible, Prosus Ventures, M&G Investments, Colinton Capital Partners, Infratech Growth Partners","M&G Investments, Prosus Ventures",,https://www.linkedin.com/company/fiber-sense-pty-ltd/,11-50,—,2015
Bank Polska Kasa Opieki,https://www.crunchbase.com/organization/bank-polska-kasa-opieki,"Sep 17, 2025","€1,000,000,000",Not Started,"Banking, Finance, Financial Exchanges, Financial Services, Wealth Management","Warsaw, Mazowieckie, Poland","Bank Polska Kasa Opieki provides a range of banking services to individual, retail, corporate, and institutional clients.","127,018",http://www.pekao.com.pl/,$1B to $10B,—,—,https://x.com/bankpekaosa,https://www.linkedin.com/company/bank-pekao/,10001+,"€500,000,000","Mar 17, 1929"
KA Fund Advisors,https://www.crunchbase.com/organization/ka-fund-advisors-llc,"Sep 17, 2025","$725,000,000",Not Started,"Banking, Finance, Financial Services","Houston, Texas, United States",KA Fund Advisors is an investor in public and private energy companies.,"146,212",http://kaynefunds.com/,$10M to $50M,—,—,,https://www.linkedin.com/company/k-m-f,501-1000,"$100,000,000",2006
Swiss Life Group,https://www.crunchbase.com/organization/swiss-life-group,"Sep 17, 2025","CHF250,000,000",Not Started,"Finance, Financial Services, Personal Finance","Zürich, Zurich, Switzerland",Swiss Life Group is a leading European provider of comprehensive retirement and financial solutions.,"186,386",https://www.swisslife.com/,$1B to $10B,—,—,https://x.com/swisslife_group,,5001-10000,"CHF250,000,000",1857
Figure,https://www.crunchbase.com/organization/figure-b5dc,"Sep 16, 2025","$1,854,000,000",Not Started,"Artificial Intelligence (AI), Hardware, Industrial Automation, Robotics","San Jose, California, United States",Figure is an AI robotics company that develops autonomous general-purpose humanoid robots.,93,https://www.figure.ai/,—,"OpenAI, NVIDIA, Brookfield Asset Management, Samsung NEXT, Intel Capital","Brett Adcock, Intel Capital, Parkway Venture Capital",https://x.com/_figureai,https://www.linkedin.com/company/figure-ai,251-500,"$1,000,000,000",2022
Lingokids,https://www.crunchbase.com/organization/lingokids,"Sep 16, 2025","$182,400,000",Not Started,"Children, Digital Media, Education, Family, Language Learning, Parenting, Training","Madrid, Madrid, Spain",Helping families around the world raise amazing kids.,580,https://www.lingokids.com/,$10M to $50M,"General Catalyst, 500 Global, Reach Capital, Bessemer Venture Partners, HV Capital","Bullhound Capital, General Catalyst, Horizon 2020, HV Capital, Ravensburger",https://x.com/lingokids,https://es.linkedin.com/company/lingokids,101-250,"$120,000,000",2014
SEON,https://www.crunchbase.com/organization/seon-security,"Sep 16, 2025","$187,823,964",Not Started,"Fraud Detection, Identity Management, Machine Learning, Network Security, Risk Management","Austin, Texas, United States","SEON is the command center for fraud prevention and AML compliance that enriches data, provides context and directs action.",594,https://seon.io/,$10M to $50M,"IVP, Creandum, Firebolt Ventures, Hearst Ventures, Gokul Rajaram","Creandum, IVP, Portfolion Capital Partners, Sixth Street Growth",https://x.com/seon_tech,https://www.linkedin.com/company/seon-tech,251-500,"$80,000,000",2017
WorkFusion,https://www.crunchbase.com/organization/crowdcomputing-systems,"Sep 16, 2025","$386,300,000",Not Started,"Artificial Intelligence (AI), Business Process Automation (BPA), Enterprise Software, Machine Learning, Productivity Tools, Robotic Process Automation (RPA), Software","New York, New York, United States",WorkFusion provides AI agents that automate financial crime compliance and back-office operations.,726,http://www.workfusion.com/,$50M to $100M,"Inovia Capital, RTP Global, Georgian, Alpha Intelligence Capital, Greycroft","Declaration Partners, Georgian, Hawk Equity, Inovia Capital, Mohr Davidow Ventures, NGP Capital",https://x.com/WorkFusion,http://www.linkedin.com/company/workfusion,101-250,"$45,000,000",2009
Island,https://www.crunchbase.com/organization/Island,"Sep 16, 2025","$810,000,000",Not Started,"Cyber Security, Enterprise Software, Information Technology, Web Browsers","Dallas, Texas, United States",Island offers an enterprise browser that enhances security and productivity by integrating essential tools.,763,https://island.io/,$50M to $100M,"Sequoia Capital, Insight Partners, Coatue, Cisco Investments, Georgian","Cisco Investments, Coatue, EDBI, Georgian, Insight Partners, Prysm Capital, Sequoia Capital",https://x.com/island_io,https://www.linkedin.com/company/island-io,501-1000,—,"Aug 1, 2020"
AvePoint,https://www.crunchbase.com/organization/avepoint,"Sep 16, 2025","$744,718,721",Not Started,"Cloud Computing, Data Management, Document Management, Information Technology, SaaS, Software","Jersey City, New Jersey, United States","AvePoint is the global leader in data protection, unifying data security, governance, and resilience to provide a trusted foundation for AI.","1,521",http://www.avepoint.com/,$50M to $100M,"Franklin Templeton, Sixth Street, Goldman Sachs, Goldman Sachs Growth Equity, Summit Partners","65 Equity Partners, Goldman Sachs, Sixth Street",https://x.com/avepoint_inc,http://www.linkedin.com/company/avepoint,1001-5000,"SGD259,162,020",2001
CodeRabbit,https://www.crunchbase.com/organization/coderabbit,"Sep 16, 2025","$87,605,233",Not Started,"Artificial Intelligence (AI), Developer Tools, Software","Walnut Creek, California, United States",CodeRabbit offers software tools that perform automated code reviews using artificial intelligence.,"1,533",https://coderabbit.ai/,—,"CRV, Flex Capital, Pelion Venture Partners, NVentures, Harmony Partners","CRV, Harmony Partners, Scale Venture Partners",https://x.com/coderabbitai,https://www.linkedin.com/company/coderabbitai,101-250,"$60,000,000",2023
Airia,https://www.crunchbase.com/organization/airia-95c8,"Sep 16, 2025","$100,000,000",Not Started,"Artificial Intelligence (AI), Enterprise Software, Software","Miami Beach, Florida, United States","Airia is an enterprise AI platform that offers AI agents, data integration, model management, and workflow automation tools.","1,539",https://www.airia.com/,$10M to $50M,"Tech Square Ventures, John Marshall",John Marshall,,https://www.linkedin.com/company/airia-enterprise-ai-simplified/,101-250,"$100,000,000",2023
The Carlyle Group,https://www.crunchbase.com/organization/the-carlyle-group,"Sep 16, 2025","$3,638,000,000",Not Started,"Asset Management, Finance, Financial Services","Washington, District of Columbia, United States","The Carlyle Group is a private equity firm that invests in shareholders, people, and communities.","1,792",http://www.carlyle.com/,$1B to $10B,"Ares Management, Kohlberg Kravis Roberts & Co., UBS, Audax Private Debt",Audax Private Debt,https://x.com/OneCarlyle,http://www.linkedin.com/company/the-carlyle-group,1001-5000,"$800,000,000",1987
Invisible Technologies,https://www.crunchbase.com/organization/invisible-technologies,"Sep 16, 2025","$107,882,756",Not Started,"Artificial Intelligence (AI), Information Services, Information Technology, Project Management","San Francisco, California, United States","Invisible Technologies provides systems and human expertise for developing, training, and deploying artificial intelligence.","1,975",https://invisibletech.ai/,$100M to $500M,"Gaingels, HOF Capital, BY Venture Partners, Greycroft, Acrew Capital",Vanara Capital,https://x.com/invtechinc,https://www.linkedin.com/company/invisible-technologies-inc-,251-500,"$100,000,000",2015
PayNearMe,https://www.crunchbase.com/organization/paynearme,"Sep 16, 2025","$168,199,988",Not Started,"Financial Services, FinTech, Mobile Payments, Payments","Santa Clara, California, United States",PayNearMe provides a web and mobile-based cash payments platform designed to facilitate online purchases and bill payments.,"2,125",https://home.paynearme.com/,$100M to $500M,"Khosla Ventures, AVP, Maveron, Costanoa Ventures, True Ventures","August Capital, AVP, GSV Ventures, Khosla Ventures, Queensland Investment Corporation",https://x.com/PayNearMe,https://www.linkedin.com/company/paynearme,251-500,"$50,000,000",2009
Curated For You,https://www.crunchbase.com/organization/curated-for-you,"Sep 16, 2025","$14,231,942",Not Started,"Consumer Goods, E-Commerce, E-Commerce Platforms, Retail, Retail Technology","Houston, Texas, United States",Curated For You is an e-Commerce platform that offers customer intelligence for online businesses.,"2,331",https://www.curatedforyou.io/,—,"Florida Funders, Techstars, AIX Ventures, Stage 2 Capital, Dundee Venture Capital","AIX Ventures, Dundee Venture Capital, Florida Funders",,https://www.linkedin.com/company/curatedforyou/,51-100,"$8,300,000",2022
Stablecore,https://www.crunchbase.com/organization/stablecore,"Sep 16, 2025","$20,000,000",Not Started,"Asset Management, Financial Services, Non-Fungible Token (NFT)","Dallas, Texas, United States","Stablecore builds platform for regional banks and credit unions to offer stablecoins, tokenized deposits and digital asset products","3,330",https://stablecore.com/,—,"Norwest, Coinbase Ventures, Curql, BankTech Ventures, Bank of Utah",Norwest,,https://www.linkedin.com/company/stablecore/,1-10,"$20,000,000",2025
Tabs,https://www.crunchbase.com/organization/tabs-03d6,"Sep 16, 2025","$92,000,000",Not Started,"Accounting, Artificial Intelligence (AI), Enterprise Software, FinTech, SaaS, Software","New York, New York, United States",Tabs is the first AI Driven Revenue Automation Platform for B2B Finance,"3,677",https://tabs.inc/,—,"General Catalyst, Lightspeed Venture Partners, Alumni Ventures, Primary Venture Partners, Company Ventures","General Catalyst, Lightspeed Venture Partners, Primary Venture Partners",,https://www.linkedin.com/company/teamtabs,51-100,"$55,000,000",2023
PassiveLogic,https://www.crunchbase.com/organization/passivelogic,"Sep 16, 2025","$154,150,000",Not Started,"Artificial Intelligence (AI), Green Building, GreenTech, Hardware, Real Estate, Smart Building, Software","Salt Lake City, Utah, United States","The first platform for generalized autonomy: powered by Quantum, PassiveLogic empowers people to solve the largest climate challenges.","4,705",https://passivelogic.com/,$1M to $10M,"NVIDIA, NVentures, Johnson Controls, noa, RET Ventures","Addition, Brookfield Growth, Dreamit Ventures, Keyframe Capital Partners, noa, NVIDIA, NYSERDA, US Department of Energy",https://x.com/passivelogic,https://www.linkedin.com/company/passivelogic,101-250,"$74,000,000",2016
Chestnut Carbon,https://www.crunchbase.com/organization/chestnut-carbon,"Sep 16, 2025","$660,000,000",Not Started,"Carbon Capture, CleanTech, Environmental Engineering, Forestry","New York, New York, United States",Chestnut Carbon develops and manages reforestation and afforestation forestry projects that generate carbon removal credits.,"5,003",https://chestnutcarbon.com/,—,"JP Morgan, Bank of Montreal, CPP Investments, Kimmeridge, DBL Partners","JP Morgan, Kimmeridge",https://x.com/chestnut_carbon,https://www.linkedin.com/company/chestnut-carbon,101-250,"$90,000,000",2022
Modern Animal,https://www.crunchbase.com/organization/modern-animal,"Sep 16, 2025","$210,000,000",Not Started,"Animal Feed, Health Care, Medical, Veterinary","Los Angeles, California, United States",Modern Animal is an innovative veterinary platform building a new kind of veterinary experience for animals and humans.,"5,411",https://www.modernanimal.com/,$50M to $100M,"BoxGroup, Long Journey Ventures, Founders Fund, Wonder Ventures, BAM Ventures","Addition, Founders Fund, True Ventures, Upfront Ventures",https://x.com/modernanimalvet,https://www.linkedin.com/company/modernanimal,251-500,"$46,000,000",2019
Nalu Medical,https://www.crunchbase.com/organization/nalu-medical,"Sep 16, 2025","$250,915,367",Not Started,"Health Care, Manufacturing, Medical, Medical Device","Carlsbad, California, United States",Nalu Medical is a medical technology company that offers neurostimulation system designed to treat chronic nerve pain.,"5,502",http://nalumed.com/,—,"B Capital, Novo Holdings, Longitude Capital, Trinity Capital, Decheng Capital","Gilde Healthcare, MVM Life Science Partners, Novo Holdings, Trinity Capital",https://x.com/NaluMed,https://www.linkedin.com/company/nalu-medical-inc,101-250,"$50,000,000",2014
itselectric,https://www.crunchbase.com/organization/itselectric,"Sep 16, 2025","$11,025,000",Not Started,"Clean Energy, CleanTech, Electric Vehicle, Power Grid","Brooklyn, New York, United States",itselectric is electric vehicle charging purpose-built for drivers who park their cars on city streets.,"5,640",https://itselectric.us/,$10M to $50M,"Flybridge, Uber, Halogen Ventures, gener8tor, The Helm","AcceliCITY powered by Leading Cities, Brooklyn Bridge Ventures, California Energy Commission, Failup Ventures, gener8tor, Joules Accelerator, Third Derivative, Uber",https://x.com/itselectric_co,https://www.linkedin.com/company/itselectric/,1-10,"$1,100,000","Jul 5, 2021"
Druid AI,https://www.crunchbase.com/organization/druid-47cd,"Sep 16, 2025","$81,596,594",Not Started,"Artificial Intelligence (AI), Enterprise Software, Information Technology, Machine Learning, Software, Virtual Workforce","Bucharest, Bucuresti, Romania",Druid AI is an enterprise AI platform that builds and deploys AI agents and intelligent applications that automate business workflows.,"5,748",https://www.druidai.com/,$10M to $50M,"TQ Ventures, Verve Ventures, Endeavor, Early Game Ventures, Cipio Partners","Cipio Partners, Early Game Ventures, GapMinder VC, Hoxton Ventures, Karma Ventures, TQ Ventures",https://x.com/druidplatform,https://www.linkedin.com/company/druidplatform,101-250,"$31,000,000",Feb 2018
Workday,https://www.crunchbase.com/organization/workday,"Sep 16, 2025","$2,230,550,000",Not Started,"Artificial Intelligence (AI), Cloud Computing, Enterprise Software, Human Resources, SaaS, Software","Pleasanton, California, United States",Workday provides SaaS-based enterprise solutions for a company's human resources and financial management activities.,"5,992",http://www.workday.com/,$1B to $10B,"New Enterprise Associates, Morgan Stanley, Greylock, T. Rowe Price, Bezos Expeditions","Bezos Expeditions, Elliott Management Corp., Greylock, Janus Capital Group, Morgan Stanley, New Enterprise Associates, T. Rowe Price",https://x.com/Workday,http://www.linkedin.com/company/workday,10001+,"$2,000,000,000","Mar 1, 2005"
Console,https://www.crunchbase.com/organization/console-5fed,"Sep 16, 2025","$29,200,000",Not Started,"Artificial Intelligence (AI), Information Technology, Security, Software, Software Engineering","San Francisco, California, United States","Console is the AI platform for IT, built to help teams automate support and shift from doing the work to managing the system that does it.","6,358",https://console.com/,—,"Thrive Capital, SV Angel, Abstract, DST Global, Adam D’Angelo","DST Global, Thrive Capital",,http://www.linkedin.com/company/console-co,11-50,"$23,000,000",2024
Sonic,https://www.crunchbase.com/organization/sonic-1942,"Sep 16, 2025","$12,000,000",Not Started,"Blockchain, Gaming","San Francisco, California, United States",Sonic provides a blockchain platform for measuring and rewarding user attention and engagement.,"7,112",https://www.sonic.game/,—,"BITKRAFT Ventures, Sky9 Capital, Galaxy Interactive, Mirana, Big Brain Holdings","Awaken Finance, BITKRAFT Ventures, DWF Labs",https://x.com/SonicSVM,https://www.linkedin.com/company/sonicsvm,11-50,—,2020
Fourth Power,https://www.crunchbase.com/organization/fourth-power,"Sep 16, 2025","$39,000,000",Not Started,"Battery, Energy, Renewable Energy","Cambridge, Massachusetts, United States",Fourth Power is an energy storage startup that uses thermal batteries.,"7,542",https://gofourth.com/,—,"DCVC, Breakthrough Energy Ventures, Munich Re Ventures, Black Venture Capital Consortium","DCVC, Munich Re Ventures",https://x.com/fourthpowerinc,https://www.linkedin.com/company/fourth-power-inc,1-10,"$20,000,000",2021
Creatify AI,https://www.crunchbase.com/organization/creatify-ai,"Sep 16, 2025","$18,500,000",Not Started,"Artificial Intelligence (AI), Information Technology, PaaS, Video","Mountain View, California, United States",Creatify AI generates UGC-style video ads using AI avatars from product links.,"8,272",https://creatify.ai/,$1M to $10M,"WndrCo, Kindred Ventures, Leadout Capital, Creator Ventures, NFDG Ventures","Kindred Ventures, WndrCo",https://x.com/Creatify_AI,https://www.linkedin.com/company/creatify-ai,11-50,—,"Jul 18, 2023"
Solstice Advanced Materials,https://www.crunchbase.com/organization/solstice-advanced-materials,"Sep 16, 2025","$1,000,000,000",Not Started,"Electronics, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing, Semiconductor","Morris Plains, New Jersey, United States","Solstice Advanced Materials is a global leader in refrigerants, semiconductor materials, protective fibers, and healthcare packaging.","8,505",https://www.solstice.com/,$1B to $10B,—,—,,https://www.linkedin.com/company/solstice-advanced-materials,1001-5000,"$1,000,000,000",2025
Sight Machine,https://www.crunchbase.com/organization/sight-machine,"Sep 16, 2025","$80,400,269",Not Started,"Analytics, Artificial Intelligence (AI), Automotive, Big Data, Internet of Things, Machine Learning, Manufacturing, Robotics, SaaS","San Francisco, California, United States",Sight Machine provides analytics platform that helps address critical challenges in quality and productivity throughout the enterprise.,"9,364",http://sightmachine.com/,$10M to $50M,"NVentures, Momenta, Sony Innovation Fund, DNX Ventures, Jump Capital","Jump Capital, LS Group, Mercury, NVentures",https://x.com/sightmachine,https://www.linkedin.com/company/sight-machine,51-100,—,2012
F2 AI,https://www.crunchbase.com/organization/f2-ai,"Sep 16, 2025","$10,000,000",Not Started,"Artificial Intelligence (AI), Commercial Lending","New York, New York, United States","F2 AI offers an AI platform specifically designed for private markets, including private finance, private equity, and commercial banking.","10,082",https://www.f2.ai/,—,"Y Combinator, Left Lane Capital, NFX, Angel Collective Opportunity Fund",—,,https://www.linkedin.com/company/f2aihq/,11-50,"$10,000,000",2025
Indicium,https://www.crunchbase.com/organization/indicium-tech,"Sep 16, 2025","$40,000,000",Not Started,"Artificial Intelligence (AI), Consulting, Information Technology","New York, New York, United States",Indicium is a consultancy firm specializing in modern data & AI services.,"10,516",https://indicium.ai/,$10M to $50M,"Databricks Ventures, Columbia Capital, Matt Farmer","Columbia Capital, Databricks Ventures",,https://www.linkedin.com/company/indiciumtech,501-1000,—,Aug 2017
Noble Mobile,https://www.crunchbase.com/organization/noble-mobile,"Sep 16, 2025","$10,399,506",Not Started,"Internet, Social Network, Telecommunications","New York, New York, United States",Noble Mobile is a telecommunication company that offers wireless network and data plan services.,"11,690",https://noblemobile.com/,—,"Hustle Fund, Corazon Capital, Circle Ventures, IDEA Fund Partners, Scott Galloway",Corazon Capital,https://x.com/joinnoblemobile,https://www.linkedin.com/company/noblemobile,1-10,"$10,399,506",2024
AltrixBio,https://www.crunchbase.com/organization/altrixbio,"Sep 16, 2025","$6,190,015",Not Started,"Biotechnology, Medical, Pharmaceutical","Cambridge, Massachusetts, United States",AltrixBio is a pharmaceutical company focused on oral drug that replicates the metabolic success of bariatric surgery.,"12,960",https://altrixbio.com/,Less than $1M,"Flybridge, Taihill Venture, XFactor Ventures, Arizona Tech Investors, Walnut Venture Associates",—,,https://www.linkedin.com/company/altrixbio-inc/about/,1-10,"$5,000,000",2019
Nofence,https://www.crunchbase.com/organization/nofence-as,"Sep 16, 2025","$56,329,709",Not Started,"Agriculture, AgTech, Internet of Things","Batnfjordsøra, More og Romsdal, Norway",Nofence is a system virtual fencing for grazing animals.,"15,240",http://www.nofence.com/,$1M to $10M,"Speedinvest, Capagro, European Circular Bioeconomy Fund, Sandwater, Ferd","European Circular Bioeconomy Fund, Ferd, Geogroup AS, Sandwater",https://x.com/Nofence_AS,https://www.linkedin.com/company/2261480/,101-250,"$35,000,000","Jan 1, 2011"
Sympower,https://www.crunchbase.com/organization/sympower,"Sep 16, 2025","€76,816,956",Not Started,"Electrical Distribution, Energy, Energy Management, Renewable Energy, Smart Cities, Software","Amsterdam, Noord-Holland, The Netherlands",Sympower unlocks revenue streams by maximising the value of flexibility across energy markets and industries.,"15,383",http://www.sympower.net/,$10M to $50M,"Rockstart, European Investment Fund, Activate Capital Partners, European Innovation Council, Expon Capital","Activate Capital Partners, A&G Energy Transition Tech Fund, EIC Scaling Club, Enfuro Ventures, European Innovation Council, Kees Koolen, PDENH, PGGM Investments, Prototron, Rubio Impact Ventures",https://x.com/sympower,https://www.linkedin.com/company/sympower/,101-250,"€19,000,000","Jun 22, 2015"
Hopewell Therapeutics,https://www.crunchbase.com/organization/hopewell-therapeutics,"Sep 16, 2025","$42,615,595",Not Started,"Biotechnology, Health Care, Life Science","Woburn, Massachusetts, United States",Hopewell Therapeutics is a Synthetic Lipid-based drug delivery company for gene therapy and gene editing.,"15,495",https://www.hopewell-tx.com/,$1M to $10M,"5Y Capital, BOPU, IMO Ventures, Hike Capital, WS Investment Company",Massachusetts Avenue Capital,https://x.com/HopewellTX,https://www.linkedin.com/company/hopewell-therapeutics-inc,11-50,"$2,499,999",2018
